Protein,Initial_RMSD_loss,Initial_Steric_loss,Initial_Angle_Dev_loss,Final_RMSD_loss,Final_Steric_loss,Final_Angle_Dev_loss
Tca08g01510.t1,0.149,5.134,0,0.121,0.006,0.002
Tca08g01511.t1,0.157,4.813,0,0.125,0.002,0.002
Tca08g01512.t1,0.146,0.651,0,0.112,0.002,0.003
Tca08g01513.t1,0.149,5.581,0,0.124,0.003,0.002
Tca08g01514.t1,0.146,4.753,0,0.118,0.155,0.001
Tca08g01516.t1,0.145,5.986,0,0.118,0.081,0.002
Tca08g01517.t1,0.148,5.741,0,0.124,0.222,0.002
Tca08g01518.t1,0.152,4.965,0,0.128,0.002,0.003
Tca08g01519.t1,0.145,3.817,0,0.121,0.133,0.002
Tca08g01520.t1,0.144,8.91,0,0.136,0.007,0.002
Tca08g01521.t1,0.14,0.804,0,0.11,0.002,0.003
Tca08g01522.t1,0.152,2.787,0,0.126,0.061,0.002
Tca08g01523.t1,0.149,17.972,0,0.142,0.02,0.004
Tca08g01524.t1,0.155,3.986,0,0.129,0.027,0.002
Tca08g01525.t1,0.154,5.247,0,0.134,0.015,0.002
Tca08g01526.t1,0.15,7.88,0,0.134,0.008,0.004
Tca08g01527.t1,0.164,11.399,0,0.143,0.008,0.002
Tca08g01659.t1,0.147,2.126,0,0.138,0.004,0.008
Tca08g01660.t1,0.16,5.253,0,0.141,0.074,0.004
Tca08g01661.t1,0.167,4.959,0,0.142,0.27,0.006
Tca08g01662.t1,0.153,2.403,0,0.132,0.196,0.006
Tca08g01663.t1,0.163,9.597,0,0.145,0.08,0.004
Tca08g01664.t1,0.275,1.504,0,0.187,0.065,0.014
Tca08g01666.t1,0.332,6.58,0,0.227,0.008,0.02
Tca08g01667.t1,0.176,0.663,0,0.096,0,0.004
Tca08g01668.t1,0.305,3.304,0,0.222,0.174,0.013
Tca08g01669.t1,0.205,9.036,0,0.189,0.007,0.007
Tca08g01669.t2,0.169,2.781,0,0.145,0.047,0.004
Tca08g01669.t3,0.171,2.253,0,0.138,0.003,0.005
Tca08g01670.t1,0.292,4.208,0,0.213,0.077,0.012
Tca08g01914.t1,0.16,16.403,0,0.138,0.176,0.002
Tca08g01915.t1,0.137,1.691,0,0.107,0.01,0.002
Tca08g01916.t1,0.155,16.137,0,0.139,0.172,0.002
Tca08g01917.t1,0.162,21.108,0,0.145,0.772,0.002
Tca08g01918.t1,0.155,18.133,0,0.137,0.237,0.002
Tca08g01919.t1,0.156,22.125,0,0.139,0.045,0.002
Tca08g02073.t1,0.258,4.413,0,0.19,0.063,0.006
Tca08g02074.t1,0.23,2.345,0,0.167,0.017,0.006
Tca08g02075.t1,0.148,2.56,0,0.115,0.002,0.003
Tca08g02076.t1,0.141,6.518,0,0.12,0.002,0.002
Tca08g02077.t1,0.144,4.998,0,0.114,0.048,0.002
Tca08g02078.t1,0.225,1.191,0,0.183,0.008,0.01
Tca08g01672.t1,0.19,8.014,0,0.146,0.001,0.004
Tca08g01673.t1,0.195,8.372,0,0.153,0.009,0.004
Tca08g01674.t1,0.154,0.38,0,0.119,0.004,0.005
Tca08g01675.t1,0.273,6.644,0,0.2,0.091,0.01
Tca08g01676.t1,0.332,9.689,0,0.259,0.591,0.009
Tca08g01677.t1,0.232,38.1,0,0.232,0.517,0.01
Tca08g00707.t1,0.147,4.152,0,0.126,0.145,0.002
Tca08g00708.t1,0.168,5.82,0,0.141,0.002,0.003
Tca08g00709.t1,0.291,3.209,0,0.185,0.073,0.011
Tca08g00710.t1,0.179,5.882,0,0.143,0.055,0.002
Tca08g00711.t1,0.146,0.668,0,0.116,0.007,0.007
Tca08g00712.t1,0.149,14.328,0,0.128,0.059,0.002
Tca08g00742.t1,0.141,3.37,0,0.11,0.004,0.002
Tca08g00743.t1,0.143,5.5,0,0.116,0.037,0.002
Tca08g00744.t1,0.16,7.774,0,0.13,0.05,0.002
Tca08g00745.t1,0.199,1.162,0,0.164,0.069,0.006
Tca08g00746.t1,0.169,5.4,0,0.134,0.027,0.003
Tca08g00747.t1,0.199,6.965,0,0.179,0.023,0.006
Tca08g00749.t1,0.141,15.741,0,0.128,0.044,0.002
Tca08g00750.t1,0.146,5.265,0,0.122,0.124,0.002
Tca08g00751.t1,0.194,24.274,0,0.159,0.1,0.01
Tca08g00752.t1,0.387,65.697,0,0.317,2.28,0.008
Tca08g00753.t1,0.133,4.479,0,0.117,0.15,0.002
Tca08g00754.t1,0.2,2.854,0,0.158,0.011,0.012
Tca08g00755.t1,0.299,5.964,0,0.231,0.206,0.014
Tca08g00756.t1,0.226,0.661,0,0.172,0.005,0.011
Tca08g00757.t1,0.222,0.361,0,0.168,0.005,0.006
Tca08g00758.t1,0.247,1.792,0,0.175,0.097,0.014
Tca08g00759.t1,0.271,2.318,0,0.19,0.026,0.011
Tca08g00760.t1,0.147,2.058,0,0.122,0.003,0.005
Tca08g00761.t1,0.17,7.149,0,0.139,0.046,0.003
Tca08g00693.t1,0.192,5.51,0,0.155,0.179,0.003
Tca08g00706.t1,0.152,1.407,0,0.115,0.002,0.003
Tca08g00728.t1,0.187,8.918,0,0.153,0.111,0.003
Tca08g00748.t1,0.153,0.44,0,0.121,0.029,0.003
Tca08g00762.t1,0.179,7.39,0,0.147,0.019,0.004
Tca08g00775.t1,0.175,1.641,0,0.124,0.001,0.005
Tca08g00789.t1,0.152,1.949,0,0.117,0.18,0.003
Tca08g00763.t1,0.167,15.385,0,0.143,0.015,0.002
Tca08g00764.t1,0.166,3.373,0,0.137,0.034,0.003
Tca08g00765.t1,0.148,3.871,0,0.122,0.022,0.002
Tca08g00766.t1,0.144,8.025,0,0.135,0.129,0.004
Tca08g00767.t1,0.14,6.592,0,0.117,0.085,0.002
Tca08g00768.t1,0.207,20.611,0,0.173,0.175,0.004
Tca08g00769.t1,0.159,15.265,0,0.138,0.163,0.002
Tca08g00770.t1,0.188,3.446,0,0.155,0.035,0.002
Tca08g00771.t1,0.156,13.734,0,0.131,0.256,0.002
Tca08g00772.t1,0.144,1.306,0,0.11,0.001,0.003
Tca08g00773.t1,0.166,0.628,0,0.12,0.005,0.006
Tca08g00774.t1,0.144,7.346,0,0.119,0.005,0.002
Tca08g00491.t1,0.148,0.589,0,0.101,0,0.003
Tca08g00492.t1,0.273,0.786,0,0.197,0.002,0.011
Tca08g00493.t1,0.147,0.922,0,0.106,0.01,0.003
Tca08g00494.t1,0.163,0.598,0,0.122,0.012,0.006
Tca08g00495.t1,0.175,1.293,0,0.131,0.008,0.004
Tca08g00496.t1,0.191,0.641,0,0.137,0.004,0.009
Tca08g00570.t1,0.205,3.853,0,0.154,0.003,0.007
Tca08g00571.t1,0.211,9.267,0,0.165,0.002,0.008
Tca08g00572.t1,0.29,2.135,0,0.202,0.07,0.014
Tca08g00573.t1,0.248,1.386,0,0.194,0.116,0.007
Tca08g00574.t1,0.252,1.388,0,0.202,0.118,0.006
Tca08g00575.t1,0.25,1.497,0,0.201,0.118,0.007
Tca08g00997.t1,0.144,6.316,0,0.12,0.006,0.003
Tca08g00998.t1,0.233,3.092,0,0.177,0.004,0.009
Tca08g00999.t1,0.203,0.346,0,0.14,0.001,0.01
Tca08g01000.t1,0.296,0.934,0,0.208,0.003,0.014
Tca08g01001.t1,0.204,45.815,0,0.188,9.247,0.002
Tca08g01002.t1,0.253,4.628,0,0.186,0.159,0.012
Tca08g01003.t1,0.135,0.434,0,0.096,0,0.004
Tca08g01004.t1,0.157,4.824,0,0.13,0.122,0.002
Tca08g01005.t1,0.153,4.821,0,0.116,0.003,0.002
Tca08g01006.t1,0.158,1.734,0,0.126,0.083,0.003
Tca08g01007.t1,0.192,0.278,0,0.137,0.094,0.01
Tca08g01008.t1,0.197,0.845,0,0.137,0.001,0.006
Tca08g00825.t1,0.152,11.12,0,0.135,0.011,0.002
Tca08g00826.t1,0.198,24.015,0,0.166,0.155,0.005
Tca08g00827.t1,0.286,14.181,0,0.198,0.254,0.012
Tca08g00828.t1,0.144,6.106,0,0.117,0.008,0.002
Tca08g00829.t1,0.238,2.179,0,0.168,0.004,0.014
Tca08g00830.t1,0.256,29.663,0,0.211,0.763,0.004
Tca08g00830.t2,0.275,31.601,0,0.233,0.483,0.006
Tca08g00831.t1,0.155,5.896,0,0.124,0.001,0.002
Tca08g00832.t1,0.168,5.961,0,0.136,0.002,0.002
Tca08g00833.t1,0.147,1.328,0,0.116,0.017,0.003
Tca08g00834.t1,0.183,28.369,0,0.158,1.22,0.003
Tca08g00835.t1,0.143,1.629,0,0.116,0.041,0.002
Tca08g00836.t1,0.199,19.679,0,0.165,0.168,0.005
Tca08g00838.t1,0.192,7.57,0,0.16,0.081,0.002
Tca08g00839.t1,0.222,4.045,0,0.168,0.905,0.005
Tca08g00840.t1,0.225,4.255,0,0.181,0.067,0.003
Tca08g00841.t1,0.147,3.661,0,0.132,0.232,0.003
Tca08g00842.t1,0.163,9.424,0,0.142,0.058,0.002
Tca08g00843.t1,0.203,1.894,0,0.14,0.004,0.005
Tca08g00844.t1,0.179,5.44,0,0.154,0.134,0.003
Tca08g00845.t1,0.162,4.28,0,0.133,0.456,0.003
Tca08g00846.t1,0.191,3.928,0,0.148,0.026,0.004
Tca08g00847.t1,0.186,3.343,0,0.149,0.254,0.008
Tca08g00848.t1,0.158,13.826,0,0.135,0.001,0.001
Tca08g00849.t1,0.186,10.431,0,0.156,0.555,0.002
Tca08g00877.t1,0.26,5.794,0,0.18,0.222,0.01
Tca08g00878.t1,0.268,4.188,0,0.182,0.04,0.012
Tca08g00879.t1,0.151,1.184,0,0.12,0.12,0.002
Tca08g00880.t1,0.225,0.631,0,0.154,0.008,0.008
Tca08g00881.t1,0.245,0.388,0,0.163,0.009,0.013
Tca08g00882.t1,0.246,1.62,0,0.163,0.004,0.011
Tca08g00883.t1,0.144,2.009,0,0.122,0.009,0.004
Tca08g00884.t1,0.182,9.06,0,0.145,0.346,0.008
Tca08g00885.t1,0.273,23.962,0,0.211,0.33,0.004
Tca08g00885.t2,0.277,17.567,0,0.216,0.667,0.005
Tca08g00886.t1,0.16,6.864,0,0.138,0.011,0.002
Tca08g00887.t1,0.192,0.695,0,0.135,0.044,0.007
Tca08g00654.t1,0.191,0.583,0,0.141,0.002,0.009
Tca08g00655.t1,0.138,3.372,0,0.114,0.106,0.001
Tca08g00656.t1,0.16,5.622,0,0.134,0.354,0.002
Tca08g00657.t1,0.185,2.772,0,0.144,0.031,0.005
Tca08g00658.t1,0.161,13.39,0,0.136,0.011,0.002
Tca08g00659.t1,0.154,6.088,0,0.131,0.039,0.002
Tca08g00618.t1,0.14,2.449,0,0.12,0.511,0.003
Tca08g00619.t1,0.154,2.853,0,0.119,0.321,0.006
Tca08g00620.t1,0.152,1.945,0,0.125,0.351,0.006
Tca08g00621.t1,0.148,3.26,0,0.111,0.377,0.005
Tca08g00622.t1,0.156,4.542,0,0.143,0.457,0.007
Tca08g00623.t1,0.147,2.495,0,0.115,0.309,0.005
Tca08g00478.t2,0.147,1.055,0,0.113,0.002,0.003
Tca08g00479.t1,0.18,3.916,0,0.142,0.006,0.003
Tca08g00480.t1,0.206,6.088,0,0.17,0.014,0.004
Tca08g00481.t1,0.131,0.634,0,0.106,0.004,0.005
Tca08g00482.t1,0.164,0.578,0,0.111,0.067,0.005
Tca08g00483.t1,0.17,2.105,0,0.136,0.002,0.006
Tca08g00485.t1,0.144,1.797,0,0.116,0.084,0.003
Tca08g00486.t1,0.152,3.695,0,0.123,0.008,0.004
Tca08g00487.t1,0.194,0.584,0,0.14,0.006,0.006
Tca08g00488.t1,0.135,2.935,0,0.11,0.052,0.002
Tca08g00489.t1,0.164,8.71,0,0.136,0.043,0.003
Tca08g00490.t1,0.221,6.261,0,0.159,0.01,0.007
Tca08g02144.t1,0.173,30.023,0,0.152,2.517,0.003
Tca08g02145.t1,0.218,10.58,0,0.173,0.045,0.007
Tca08g02146.t1,0.158,1.476,0,0.121,0.002,0.003
Tca08g02147.t1,0.16,0.37,0,0.111,0.001,0.005
Tca08g02148.t1,0.166,2.496,0,0.129,0.01,0.005
Tca08g02148.t2,0.177,5.151,0,0.147,0.024,0.004
Tca08g02164.t1,0.169,14.92,0,0.146,0.027,0.002
Tca08g02165.t1,0.172,9.507,0,0.144,0.047,0.002
Tca08g02166.t1,0.129,2.307,0,0.117,0.116,0.003
Tca08g02167.t1,0.134,3.805,0,0.107,0.004,0.002
Tca08g02168.t1,0.145,2.512,0,0.115,0.003,0.004
Tca08g02169.t1,0.137,4.272,0,0.111,0.004,0.002
Tca08g02170.t1,0.161,4.85,0,0.125,0.001,0.004
Tca08g02171.t1,0.133,1.045,0,0.105,0.001,0.002
Tca08g02172.t1,0.17,0.404,0,0.12,0.002,0.006
Tca08g02173.t1,0.178,5.368,0,0.15,0.221,0.002
Tca08g02174.t1,0.146,3.026,0,0.115,0.012,0.003
Tca08g02175.t1,0.167,6.879,0,0.137,0.057,0.002
Tca08g02104.t1,0.176,2.035,0,0.143,0.113,0.004
Tca08g02105.t1,0.237,3.364,0,0.183,0.013,0.008
Tca08g02106.t1,0.226,4.944,0,0.182,0.194,0.008
Tca08g02107.t1,0.233,8.01,0,0.19,0.031,0.004
Tca08g02108.t1,0.211,1.541,0,0.166,0.025,0.007
Tca08g02108.t2,0.215,1.263,0,0.166,0.026,0.007
Tca08g02110.t1,0.166,3.444,0,0.154,0.126,0.007
Tca08g02111.t1,0.165,1.548,0,0.126,0.006,0.004
Tca08g02112.t1,0.311,33.011,0,0.242,2.139,0.006
Tca08g02113.t1,0.152,0.435,0,0.108,0.003,0.003
Tca08g02114.t1,0.193,0.679,0,0.154,0.003,0.008
Tca08g02115.t1,0.207,0.592,0,0.148,0.009,0.005
Tca08g01254.t1,0.281,4.158,0,0.191,0.003,0.016
Tca08g01255.t1,0.195,3.889,0,0.165,0.002,0.006
Tca08g01256.t1,0.215,186.62,0,0.22,18.503,0.006
Tca08g01257.t1,0.216,3.891,0,0.175,0.023,0.011
Tca08g01258.t1,0.168,2.836,0,0.134,0.13,0.003
Tca08g01259.t1,0.152,10.007,0,0.126,0.066,0.002
Tca08g01260.t1,0.236,10.685,0,0.184,0.181,0.005
Tca08g01261.t1,0.156,10.787,0,0.136,0.011,0.002
Tca08g01262.t1,0.146,2.942,0,0.122,0.028,0.002
Tca08g01263.t1,0.158,7.607,0,0.127,0.01,0.003
Tca08g01264.t1,0.182,5.09,0,0.146,0.006,0.003
Tca08g01265.t1,0.184,1.92,0,0.128,0.048,0.007
Tca08g02233.t1,0.3,26.136,0,0.271,0.07,0.003
Tca09g00001.t1,0.138,6.4,0,0.121,0.011,0.002
Tca09g00001.t2,0.138,6.976,0,0.123,0.015,0.002
Tca09g00002.t1,0.169,8.465,0,0.135,0.045,0.003
Tca09g00003.t1,0.16,0.553,0,0.107,0.001,0.006
Tca09g00004.t1,0.149,6.866,0,0.131,0.003,0.003
Tca09g00313.t1,0.174,11.043,0,0.15,0.563,0.002
Tca09g00314.t1,0.163,18.208,0,0.143,0.282,0.002
Tca09g00315.t1,0.153,8.906,0,0.131,0.002,0.003
Tca09g00316.t1,0.136,0.622,0,0.097,0.001,0.003
Tca09g00317.t1,0.172,1.255,0,0.138,0.005,0.005
Tca09g00318.t1,0.159,3.524,0,0.127,0.042,0.003
Tca09g00319.t1,0.239,1.363,0,0.167,0.003,0.009
Tca09g00320.t1,0.164,5.651,0,0.138,0.056,0.002
Tca09g00321.t1,0.14,3.892,0,0.113,0.001,0.002
Tca09g00322.t1,0.27,20.797,0,0.208,0.471,0.006
Tca09g00323.t1,0.267,7.764,0,0.196,0.333,0.006
Tca09g00324.t1,0.208,13.541,0,0.188,1.093,0.004
Tca08g02216.t1,0.14,3.194,0,0.122,0.005,0.002
Tca09g00005.t1,0.2,26.582,0,0.188,0.25,0.009
Tca09g00011.t1,0.148,8.418,0,0.13,0.04,0.002
Tca09g00018.t1,0.168,2.308,0,0.13,0.058,0.003
Tca09g00031.t1,0.162,13.799,0,0.134,0.072,0.003
Tca09g00055.t1,0.147,8.335,0,0.132,0.043,0.005
Tca09g00080.t1,0.164,6.478,0,0.139,0.015,0.003
Tca09g00092.t1,0.149,2.941,0,0.119,0.157,0.002
Tca08g02222.t2,0.162,0.341,0,0.115,0.014,0.004
Tca08g02222.t3,0.174,2.947,0,0.138,0.018,0.006
Tca08g02223.t1,0.131,1.815,0,0.106,0.053,0.002
Tca08g02224.t1,0.14,3.066,0,0.112,0.046,0.003
Tca08g02225.t1,0.202,3.482,0,0.145,0.004,0.005
Tca08g02226.t1,0.372,46.545,0,0.295,2.822,0.01
Tca08g02227.t1,0.199,14.666,0,0.168,0.082,0.004
Tca08g02228.t1,0.242,90.786,0,0.224,3.179,0.005
Tca08g02229.t1,0.149,1.696,0,0.121,0.02,0.002
Tca08g02230.t1,0.176,0.849,0,0.129,0.003,0.006
Tca08g02231.t1,0.152,2.739,0,0.119,0.052,0.001
Tca08g02232.t1,0.168,11.814,0,0.139,0.15,0.002
Tca08g01958.t1,0.165,12.85,0,0.136,0.127,0.002
Tca08g01959.t1,0.142,2.525,0,0.102,0.001,0.004
Tca08g01960.t1,0.317,1.304,0,0.195,0.127,0.021
Tca08g01961.t1,0.16,4.646,0,0.126,0.094,0.002
Tca08g01962.t1,0.147,2.003,0,0.115,0.033,0.003
Tca08g01963.t1,0.142,1.811,0,0.109,0.031,0.002
Tca08g01963.t2,0.145,2.242,0,0.117,0.003,0.002
Tca08g01964.t1,0.166,6.735,0,0.138,0.011,0.003
Tca08g01965.t1,0.158,9.211,0,0.131,0.09,0.002
Tca08g01966.t1,0.235,5.231,0,0.181,0.191,0.005
Tca08g01967.t1,0.158,1.166,0,0.121,0.001,0.003
Tca08g01968.t1,0.139,3.661,0,0.119,0.033,0.002
Tca08g01724.t1,0.202,4.548,0,0.164,0.004,0.005
Tca08g01725.t1,0.204,4.648,0,0.165,0.005,0.005
Tca08g01726.t1,0.168,4.331,0,0.13,0.002,0.003
Tca08g01727.t1,0.271,0.609,0,0.173,0.001,0.019
Tca08g01728.t1,0.192,13.725,0,0.158,0.006,0.005
Tca08g01729.t1,0.221,15.056,0,0.175,0.006,0.005
Tca08g01731.t1,0.332,24.264,0,0.254,0.412,0.008
Tca08g01732.t1,0.242,3.154,0,0.177,0.051,0.012
Tca08g01733.t1,0.163,7.364,0,0.14,0.302,0.004
Tca08g01734.t1,0.165,5.794,0,0.141,0.119,0.002
Tca08g01735.t1,0.155,1.504,0,0.124,0.081,0.004
Tca08g01735.t2,0.149,1.641,0,0.123,0.02,0.004
Tca08g01737.t1,0.147,0.814,0,0.117,0.006,0.003
Tca08g01738.t1,0.163,7.684,0,0.145,0.093,0.003
Tca08g01739.t1,0.134,6.289,0,0.119,0.084,0.002
Tca08g01740.t1,0.215,9.431,0,0.187,0.016,0.006
Tca08g01741.t1,0.222,6.615,0,0.175,0.169,0.005
Tca08g01742.t1,0.206,6.23,0,0.166,0.108,0.004
Tca08g01801.t1,0.211,5.431,0,0.166,0.005,0.008
Tca08g01802.t1,0.191,11.187,0,0.147,0.042,0.007
Tca08g01803.t1,0.223,1.93,0,0.166,0.02,0.009
Tca08g01804.t1,0.132,3.438,0,0.119,0.005,0.002
Tca08g01805.t1,0.249,4.493,0,0.186,0.127,0.01
Tca08g01806.t1,0.173,0,0,0.117,0,0.004
Tca08g01885.t1,0.201,9.58,0,0.162,0.026,0.002
Tca08g01886.t1,0.183,2.368,0,0.138,0.018,0.006
Tca08g01887.t1,0.174,8.846,0,0.14,0.287,0.002
Tca08g01887.t2,0.17,8.25,0,0.142,0.103,0.003
Tca08g01888.t1,0.235,6.948,0,0.186,0.042,0.004
Tca08g01889.t1,0.198,3.894,0,0.154,0.006,0.003
Tca08g01891.t1,0.139,6.508,0,0.119,0.03,0.002
Tca08g01892.t1,0.238,30.985,0,0.207,0.518,0.003
Tca08g01893.t1,0.18,38.5,0,0.185,0.161,0.007
Tca08g01894.t1,0.174,10.544,0,0.145,0.085,0.003
Tca08g01895.t1,0.174,4.512,0,0.149,0.918,0.005
Tca08g01896.t1,0.243,90.347,0,0.226,0.412,0.006
Tca08g01897.t1,0.184,21.359,0,0.153,0.8,0.003
Tca08g01898.t1,0.176,1.997,0,0.14,0.011,0.006
Tca08g01899.t1,0.147,5.589,0,0.127,0.048,0.002
Tca08g01900.t1,0.165,3.261,0,0.135,0.006,0.005
Tca08g01901.t1,0.183,6.752,0,0.169,0.168,0.005
Tca08g01786.t1,0.226,3.282,0,0.179,0.016,0.004
Tca08g01800.t1,0.186,3.094,0,0.145,0.008,0.006
Tca08g01813.t1,0.163,7.207,0,0.142,0.041,0.004
Tca08g01826.t1,0.207,17.445,0,0.195,0.43,0.006
Tca08g01841.t1,0.157,12.591,0,0.137,0.246,0.003
Tca08g01854.t1,0.149,0.953,0,0.112,0.001,0.004
Tca08g01867.t1,0.25,6.82,0,0.168,0.015,0.014
Tca08g01369.t1,0.157,3.034,0,0.131,0.016,0.002
Tca08g01370.t1,0.312,1.412,0,0.196,0.02,0.018
Tca08g01371.t1,0.205,0.155,0,0.135,0.002,0.007
Tca08g01372.t1,0.143,6.762,0,0.131,0.315,0.003
Tca08g01372.t2,0.145,11.998,0,0.128,0.112,0.002
Tca08g01373.t1,0.135,10.345,0,0.115,0.207,0.002
Tca08g01374.t1,0.16,1.489,0,0.124,0.002,0.004
Tca08g01375.t1,0.143,10.534,0,0.126,0.086,0.003
Tca08g01376.t1,0.159,3.978,0,0.134,0.009,0.002
Tca08g01377.t1,0.18,3.153,0,0.137,0.326,0.003
Tca08g01378.t1,0.238,16.251,0,0.181,0.207,0.005
Tca08g01378.t2,0.232,6.583,0,0.176,0.099,0.004
Tca08g01380.t1,0.246,11.887,0,0.193,0.398,0.004
Tca08g01381.t1,0.234,31.425,0,0.204,0.289,0.005
Tca08g01382.t1,0.23,1.123,0,0.176,0.005,0.009
Tca08g01383.t1,0.224,6.393,0,0.179,0.124,0.005
Tca08g01384.t1,0.152,3.374,0,0.121,0.014,0.002
Tca08g01385.t1,0.148,0.455,0,0.112,0.013,0.002
Tca08g01386.t1,0.187,9.371,0,0.147,0.031,0.004
Tca08g01387.t1,0.167,2.235,0,0.133,0.222,0.003
Tca08g01388.t1,0.161,2.909,0,0.138,0.176,0.004
Tca08g01389.t1,0.179,3.63,0,0.14,0.233,0.005
Tca08g01390.t1,0.178,2.508,0,0.138,0.233,0.004
Tca08g01391.t1,0.16,4.385,0,0.153,0.187,0.006
Tca08g01393.t1,0.156,2.196,0,0.13,0.214,0.003
Tca08g01394.t1,0.163,2.412,0,0.131,0.236,0.003
Tca08g01395.t1,0.161,2.206,0,0.131,0.311,0.004
Tca08g01396.t1,0.118,0.162,0,0.091,0.004,0.003
Tca08g01397.t1,0.181,2.213,0,0.14,0.171,0.005
Tca08g01398.t1,0.184,2.804,0,0.142,0.262,0.004
Tca08g01399.t1,0.18,2.592,0,0.14,0.254,0.004
Tca08g01400.t1,0.165,2.637,0,0.135,0.25,0.004
Tca08g01401.t1,0.208,4.951,0,0.163,0.144,0.005
Tca08g01402.t1,0.22,3.882,0,0.172,0.01,0.004
Tca08g01403.t1,0.178,10.335,0,0.144,0.146,0.002
Tca08g01463.t2,0.136,4.31,0,0.113,0.003,0.002
Tca08g01464.t1,0.131,5.287,0,0.111,0.048,0.002
Tca08g01465.t1,0.198,7.455,0,0.166,0.044,0.003
Tca08g01466.t1,0.231,13.474,0,0.198,0.191,0.003
Tca08g01467.t1,0.148,2.919,0,0.117,0.002,0.002
Tca08g01468.t1,0.147,2.089,0,0.113,0.003,0.003
Tca08g01392.t1,0.18,3.885,0,0.142,0.248,0.005
Tca08g01404.t1,0.164,19.759,0,0.148,0.011,0.005
Tca08g01417.t1,0.132,1.059,0,0.101,0.015,0.002
Tca08g01430.t1,0.152,8.254,0,0.121,0.001,0.002
Tca08g01445.t1,0.149,1.088,0,0.116,0.037,0.003
Tca08g01469.t1,0.208,5.1,0,0.186,0.019,0.013
Tca08g01480.t1,0.144,0.183,0,0.106,0,0.005
Tca08g01501.t1,0.144,5.174,0,0.118,0.088,0.002
Tca08g01515.t1,0.134,0.563,0,0.104,0.002,0.002
Tca08g01528.t1,0.147,2.414,0,0.116,0.009,0.002
Tca08g01545.t1,0.15,8.073,0,0.124,0.042,0.002
Tca08g01452.t1,0.149,4.613,0,0.129,0.005,0.004
Tca08g01453.t1,0.157,1.947,0,0.14,0.005,0.005
Tca08g01454.t1,0.148,0.924,0,0.115,0.043,0.003
Tca08g01455.t1,0.194,0.931,0,0.138,0.002,0.005
Tca08g01456.t1,0.228,27.315,0,0.213,0.781,0.007
Tca08g01457.t1,0.157,9.624,0,0.137,0.065,0.002
Tca08g01458.t1,0.138,9.499,0,0.118,0.05,0.003
Tca08g01459.t1,0.159,13.054,0,0.149,0.07,0.004
Tca08g01460.t1,0.329,24.402,0,0.258,0.909,0.007
Tca08g01461.t1,0.246,7.165,0,0.179,0.258,0.005
Tca08g01462.t1,0.142,6.091,0,0.123,0.293,0.002
Tca08g01463.t1,0.143,6.342,0,0.119,0.025,0.003
Tca08g01470.t1,0.261,10.552,0,0.204,0.299,0.006
Tca08g01470.t2,0.262,11.535,0,0.202,0.292,0.006
Tca08g01471.t1,0.202,4.9,0,0.159,0.015,0.006
Tca08g01471.t2,0.183,2.898,0,0.138,0.055,0.004
Tca08g01472.t1,0.132,6.69,0,0.113,0.014,0.002
Tca08g01473.t1,0.231,8.614,0,0.183,0.188,0.007
Tca08g01181.t1,0.157,7.41,0,0.131,0.047,0.002
Tca08g01182.t1,0.16,6.778,0,0.134,0.11,0.002
Tca08g01183.t1,0.135,9.883,0,0.111,0.024,0.002
Tca08g01184.t1,0.164,4.27,0,0.132,0.006,0.004
Tca08g01185.t1,0.154,3.121,0,0.122,0.031,0.002
Tca08g01185.t2,0.162,3.402,0,0.125,0.018,0.002
Tca08g01186.t1,0.135,0.06,0,0.097,0,0.003
Tca08g01187.t1,0.185,1.609,0,0.139,0.002,0.006
Tca08g01188.t1,0.178,3.469,0,0.141,0.004,0.004
Tca08g01189.t1,0.171,4.261,0,0.137,0.002,0.004
Tca08g01190.t1,0.17,1.216,0,0.121,0.001,0.006
Tca08g01191.t1,0.251,11.06,0,0.204,0.531,0.004
Tca08g01193.t1,0.17,9.988,0,0.14,0.004,0.002
Tca08g01194.t1,0.175,5.546,0,0.146,0.016,0.003
Tca08g01195.t1,0.177,3.725,0,0.144,0.046,0.002
Tca08g01196.t1,0.14,4.931,0,0.126,0.036,0.003
Tca08g01197.t1,0.129,4.613,0,0.109,0.153,0.001
Tca08g01198.t1,0.172,1.633,0,0.125,0.004,0.004
Tca08g01152.t1,0.151,3.635,0,0.118,0.008,0.002
Tca08g01153.t1,0.219,4.787,0,0.164,0.04,0.004
Tca08g01154.t1,0.186,7.219,0,0.151,0.003,0.007
Tca08g01155.t1,0.154,4.963,0,0.127,0.049,0.003
Tca08g01156.t1,0.17,8.136,0,0.138,0.004,0.005
Tca08g01157.t1,0.166,20.787,0,0.145,0.101,0.002
Tca08g01158.t1,0.316,27.852,0,0.24,0.796,0.007
Tca08g01158.t2,0.317,26.193,0,0.244,1.108,0.007
Tca08g01159.t1,0.174,3.366,0,0.139,0.036,0.003
Tca08g01160.t1,0.175,5.859,0,0.143,0.016,0.003
Tca08g01161.t1,0.148,6.77,0,0.13,0.018,0.002
Tca08g01162.t1,0.168,5.484,0,0.132,0.022,0.002
Tca08g01573.t1,0.183,3.307,0,0.149,0.033,0.004
Tca08g01574.t1,0.32,15.551,0,0.239,0.077,0.013
Tca08g01575.t1,0.25,7.532,0,0.19,0.147,0.005
Tca08g01576.t1,0.18,6.538,0,0.157,0.11,0.004
Tca08g01577.t1,0.177,1.018,0,0.131,0.003,0.003
