Protein,Delta_RMSD_loss,Delta_Steric_loss,Delta_Angle_Dev_loss
TcChr04b02346.t1,-0.037,-7.694,0.006
TcChr04b02348.t1,-0.024,-3.43,0.002
TcChr04b02349.t1,-0.019,-11.387,0.002
TcChr04b02350.t1,-0.047,-4.097,0.004
TcChr04b02351.t1,-0.05,-14.697,0.004
TcChr04b02352.t1,-0.032,-4.742,0.003
TcChr04b02353.t2,-0.065,-2.828,0.006
TcChr04b02354.t1,-0.061,-25.24,0.008
TcChr04b02355.t1,-0.021,-3.767,0.002
TcChr04b02356.t1,-0.026,-4.62,0.002
TcChr04b02357.t1,-0.021,-9.549,0.002
TcChr04b02358.t1,-0.012,-7.089,0.003
TcChr04b02285.t1,-0.027,-4.741,0.001
TcChr04b02296.t1,-0.046,-0.346,0.007
TcChr04b02300.t3,-0.053,-2.969,0.005
TcChr04b02306.t1,-0.01,-2.947,0.005
TcChr04b02311.t1,-0.019,-22.478,0.004
TcChr04b02317.t1,-0.032,-12.204,0.003
TcChr04b02323.t1,-0.038,-3.258,0.003
TcChr04b02328.t2,-0.015,-13.545,0.003
TcChr04b02334.t1,-0.025,-2.712,0.003
TcChr04b02341.t1,-0.048,-6.665,0.004
TcChr04b02347.t1,-0.027,-26.25,0.01
TcChr04b02360.t1,-0.036,-16.264,0.003
TcChr04b02361.t1,-0.021,-4.026,0.002
TcChr04b02362.t1,-0.013,-8.692,0.002
TcChr04b02363.t1,-0.03,-4.425,0.002
TcChr04b02364.t1,-0.033,-19.723,0.003
TcChr04b02366.t1,-0.03,-1.707,0.003
TcChr04b02367.t1,-0.03,-1.513,0.003
TcChr04b02368.t1,-0.031,-2.724,0.003
TcChr04b02369.t1,-0.032,-1.824,0.002
TcChr04b02370.t1,-0.063,-3.163,0.006
TcChr05b00018.t1,-0.032,-1.518,0.003
TcChr05b00019.t1,-0.036,-1.359,0.005
TcChr05b00020.t1,-0.034,-2.347,0.002
TcChr05b00021.t1,-0.05,-1.191,0.006
TcChr05b00022.t1,-0.032,-0.952,0.003
TcChr05b00024.t1,-0.035,-0.883,0.003
TcChr05b00025.t1,-0.046,-7.491,0.006
TcChr05b00026.t1,-0.031,-0.503,0.002
TcChr05b00027.t1,-0.008,-61.144,0.003
TcChr05b00028.t1,-0.024,-4.46,0.002
TcChr05b00028.t3,-0.026,-5.127,0.002
TcChr05b00028.t4,-0.026,-4.788,0.002
TcChr05b00028.t5,-0.024,-5.328,0.002
TcChr05b00029.t1,-0.036,-1.481,0.007
TcChr05b00030.t1,-0.041,-1.871,0.005
TcChr05b00032.t1,-0.03,-1.41,0.002
TcChr05b00033.t1,-0.026,-3.904,0.003
TcChr05b00034.t1,-0.029,-2.108,0.01
TcChr05b00035.t1,-0.055,-3.394,0.006
TcChr05b00036.t1,-0.036,-0.531,0.005
TcChr05b00172.t3,-0.036,-9.144,0.003
TcChr05b00173.t1,-0.071,-0.082,0.012
TcChr05b00174.t1,-0.04,-13.148,0.003
TcChr05b00175.t1,-0.021,-16.231,0.002
TcChr05b00176.t1,-0.054,-11.15,0.006
TcChr05b00619.t1,-0.032,-1.424,0.005
TcChr05b00620.t1,-0.058,-2.33,0.009
TcChr05b00621.t1,-0.039,-6.239,0.003
TcChr05b00622.t1,-0.047,-43.957,0.004
TcChr05b00623.t1,-0.055,-6.108,0.005
TcChr05b00625.t1,-0.068,-2.759,0.008
TcChr05b00626.t1,-0.086,-1.787,0.012
TcChr05b00627.t1,-0.043,-3.263,0.004
TcChr05b00628.t1,-0.029,-14.034,0.002
TcChr05b00629.t1,-0.034,-8.812,0.002
TcChr05b00630.t1,-0.033,-2.914,0.004
TcChr05b00632.t1,-0.029,-4.992,0.002
TcChr05b00633.t1,-0.024,-9.114,0.002
TcChr05b00634.t1,-0.031,-3.163,0.002
TcChr05b00635.t1,-0.04,-2.955,0.003
TcChr05b00636.t1,-0.036,-6.584,0.002
TcChr05b00638.t1,-0.037,-3.309,0.003
TcChr05b00639.t1,-0.02,-10.49,0.002
TcChr05b00640.t1,-0.004,-8.314,0.006
TcChr05b00641.t1,-0.028,-2.007,0.002
TcChr05b00642.t1,-0.022,-2.125,0.002
TcChr04b02359.t1,-0.059,-1.629,0.007
TcChr04b02365.t1,-0.063,-5.157,0.007
TcChr04b02371.t1,-0.029,-7.446,0.004
TcChr04b02377.t1,-0.009,-7.8,0.009
TcChr04b02383.t1,-0.031,-5.271,0.002
TcChr04b02388.t1,-0.028,-3.57,0.004
TcChr04b02392.t1,-0.04,-3.164,0.003
TcChr04b02404.t1,-0.039,-1.192,0.003
TcChr04b02409.t2,-0.074,-18.081,0.006
TcChr04b02414.t1,-0.009,-12.893,0.005
TcChr04b02420.t1,-0.014,-8.195,0.004
TcChr05b01073.t1,-0.028,-1.875,0.002
TcChr05b01074.t1,-0.057,-0.902,0.006
TcChr05b01075.t1,-0.033,-0.526,0.003
TcChr05b01076.t1,-0.069,-3.344,0.009
TcChr05b01077.t1,-0.023,-3.104,0.001
TcChr05b01079.t1,-0.057,-12.552,0.01
TcChr05b01079.t2,-0.06,-5.821,0.011
TcChr05b01080.t1,-0.03,-0.318,0.004
TcChr05b01081.t1,-0.037,-2.864,0.003
TcChr05b01082.t1,-0.066,-3.84,0.007
TcChr05b01083.t1,-0.036,-2.04,0.007
TcChr05b01510.t1,-0.052,-0.185,0.006
TcChr05b01511.t1,-0.031,-2.567,0.008
TcChr05b01512.t1,-0.038,-3.54,0.007
TcChr05b01513.t1,-0.029,-8.032,0.002
TcChr05b01514.t1,-0.035,-7.554,0.003
TcChr05b01516.t1,-0.045,-3.22,0.003
TcChr05b01517.t1,-0.029,-14.079,0.003
TcChr05b01518.t1,-0.036,-5.262,0.003
TcChr05b01519.t1,-0.028,-5.805,0.002
TcChr05b01520.t1,-0.035,-2.004,0.008
TcChr05b01522.t1,-0.038,-1.837,0.005
TcChr05b01523.t1,-0.037,-1.892,0.005
TcChr05b01524.t1,-0.023,-2.96,0.005
TcChr05b01525.t1,-0.074,-6.628,0.017
TcChr05b01526.t1,-0.071,-0.936,0.009
TcChr05b01527.t1,-0.082,-2.922,0.013
TcChr05b01529.t1,-0.055,-6.414,0.005
TcChr05b01529.t2,-0.063,-4.568,0.006
TcChr05b01530.t1,-0.041,-6.864,0.004
TcChr05b01531.t1,-0.036,-5.507,0.007
TcChr05b01532.t1,-0.048,-9.604,0.007
TcChr04b02372.t1,-0.033,-3.364,0.005
TcChr04b02373.t1,-0.036,-4.214,0.002
TcChr04b02374.t1,-0.092,-21.649,0.006
TcChr04b02375.t1,-0.041,-2.465,0.003
TcChr04b02376.t1,-0.077,-0.791,0.009
TcChr04b02378.t1,-0.031,-5.3,0.003
TcChr04b02379.t1,-0.024,-5.859,0.004
TcChr04b02380.t1,-0.06,-4.571,0.004
TcChr04b02381.t1,-0.043,-5.105,0.002
TcChr04b02382.t1,-0.046,-10.054,0.003
TcChr04b02384.t1,-0.029,-9.416,0.002
TcChr04b02384.t2,-0.034,-8.792,0.002
TcChr04b02385.t1,-0.037,-7.515,0.002
TcChr04b02386.t1,-0.031,-9.765,0.002
TcChr04b02387.t1,-0.029,-7.795,0.003
TcChr04b02388.t2,-0.028,-3.612,0.004
TcChr04b02389.t1,-0.074,-0.206,0.008
TcChr04b02389.t2,-0.064,-2.454,0.007
TcChr04b02390.t1,-0.05,-6.984,0.005
TcChr04b02391.t1,-0.045,-3.443,0.003
TcChr04b02405.t1,-0.065,-2.967,0.01
TcChr04b02406.t1,-0.078,-0.545,0.009
TcChr04b02407.t1,-0.076,-1.792,0.006
TcChr04b02408.t1,-0.016,-52.933,0.004
TcChr04b02409.t1,-0.076,-17.03,0.007
TcChr05b00177.t1,-0.017,-32.106,0.005
TcChr05b00183.t1,-0.015,-7.654,0.004
TcChr05b00186.t1,-0.048,-0.4,0.005
TcChr05b00193.t1,-0.016,-12.966,0.002
TcChr05b00199.t1,-0.021,-1.375,0.005
TcChr05b00205.t1,-0.028,-5.108,0.002
TcChr05b00211.t1,-0.034,-5.853,0.004
TcChr05b00217.t1,-0.021,-9.666,0.001
TcChr05b00223.t1,-0.019,-8.941,0.003
TcChr05b00229.t1,-0.047,-3.106,0.002
TcChr04b02410.t1,-0.033,-5.396,0.003
TcChr04b02411.t1,-0.055,-2.723,0.011
TcChr04b02412.t1,-0.029,-4.126,0.003
TcChr04b02413.t1,-0.037,-3.541,0.004
TcChr04b02413.t2,-0.039,-3.356,0.004
TcChr04b02415.t1,-0.021,-11.418,0.003
TcChr04b02416.t1,-0.03,-4.366,0.002
TcChr04b02417.t1,-0.026,-11.211,0.004
TcChr04b02418.t1,-0.027,-4.665,0.003
TcChr04b02419.t1,-0.023,-13.815,0.003
TcChr04b02421.t1,-0.027,-5.753,0.003
TcChr04b02422.t1,-0.021,-4.193,0.002
TcChr04b02423.t1,-0.021,-10.928,0.004
TcChr04b02424.t1,-0.028,-3.823,0.002
TcChr04b02425.t1,-0.036,-26.553,0.007
TcChr04b02427.t1,-0.049,-1.694,0.003
TcChr04b02428.t1,-0.028,-1.304,0.003
TcChr04b02429.t1,-0.018,-1.716,0.004
TcChr04b02430.t1,-0.036,-1.971,0.005
TcChr04b02431.t1,-0.053,-7.29,0.004
TcChr04b02433.t1,-0.03,-2.897,0.003
TcChr04b02434.t1,-0.029,-0.678,0.003
TcChr04b02435.t1,-0.051,-10.879,0.004
TcChr04b02436.t1,-0.052,-3.954,0.004
TcChr04b02437.t1,-0.038,-2.516,0.002
TcChr04b02439.t1,-0.037,-5.889,0.002
TcChr04b02440.t1,-0.034,-5.234,0.003
TcChr04b02441.t1,-0.037,-5.619,0.002
TcChr04b02442.t1,-0.041,-8.439,0.003
TcChr04b02443.t1,-0.047,-0.335,0.005
TcChr04b02460.t1,-0.016,-4.583,0.004
TcChr04b02461.t1,-0.033,-0.566,0.004
TcChr04b02462.t1,-0.026,-1.816,0.002
TcChr04b02463.t1,-0.028,-1.409,0.001
TcChr04b02464.t1,-0.028,-3.849,0.002
TcChr04b02466.t1,-0.079,-7.095,0.009
TcChr04b02466.t2,-0.075,-1.187,0.012
TcChr04b02467.t1,-0.026,-2.057,0.002
TcChr04b02468.t1,-0.023,-5.932,0.002
TcChr04b02468.t2,-0.023,-6.008,0.002
TcChr05b00038.t1,-0.009,-2.065,0.003
TcChr05b00039.t1,-0.036,-1.04,0.004
TcChr05b00040.t1,-0.033,-9.845,0.003
TcChr05b00041.t1,-0.065,-11.333,0.008
TcChr05b00042.t1,-0.033,-5.731,0.003
TcChr05b00044.t1,-0.067,-32.705,0.006
TcChr05b00045.t1,-0.027,-20.695,0.003
TcChr05b00045.t2,-0.04,-12.101,0.004
TcChr05b00045.t3,-0.037,-15.702,0.004
TcChr05b00046.t1,-0.066,-12.614,0.005
TcChr05b00048.t1,-0.037,-1.057,0.002
TcChr05b00049.t1,-0.048,-3.341,0.006
TcChr05b00050.t1,-0.029,-2.374,0.002
TcChr05b00051.t1,-0.031,-4.443,0.001
TcChr05b00051.t2,-0.032,-4.257,0.001
TcChr04b02432.t1,-0.018,-13.41,0.003
TcChr04b02438.t1,-0.045,-6.164,0.003
TcChr04b02444.t1,-0.038,-4.409,0.003
TcChr04b02449.t2,-0.028,-5.71,0.002
TcChr04b02459.t1,-0.024,-2.218,0.002
TcChr04b02465.t1,-0.032,-4.721,0.002
TcChr04b02469.t1,-0.028,-8.128,0.002
TcChr04b02475.t1,-0.045,-6.223,0.003
TcChr05b00005.t1,-0.049,-10.87,0.004
TcChr05b00017.t1,-0.023,-6.218,0.002
TcChr05b00023.t1,-0.046,-0.964,0.002
TcChr05b00028.t2,-0.026,-4.103,0.002
TcChr05b00031.t1,-0.042,-1.411,0.006
TcChr05b00037.t1,-0.056,-6.586,0.004
TcChr05b00043.t1,-0.083,-2.278,0.01
TcChr05b00053.t1,-0.021,-7.065,0.001
TcChr05b00054.t1,-0.017,-22.823,0.003
TcChr05b00055.t1,-0.018,-12.581,0.003
TcChr05b00056.t1,-0.049,-4.788,0.004
TcChr05b00057.t1,-0.033,-0.567,0.003
TcChr05b00058.t1,-0.052,-5.8,0.003
TcChr05b00059.t1,-0.046,-1.097,0.005
TcChr05b00059.t2,-0.056,-2.195,0.004
TcChr05b00060.t1,-0.029,-3.628,0.002
TcChr05b00061.t1,-0.034,-2.723,0.002
TcChr05b00063.t1,-0.034,-1.713,0.002
TcChr05b00064.t1,-0.017,-9.454,0.004
TcChr05b00065.t1,-0.032,-2.123,0.002
TcChr05b00066.t1,-0.03,-6.468,0.003
TcChr05b00067.t1,-0.028,-10.916,0.002
TcChr05b00069.t1,-0.047,-1.172,0.005
TcChr05b00070.t1,-0.038,-66.626,0.006
TcChr05b00071.t1,-0.03,-11.21,0.002
TcChr05b00071.t2,-0.024,-15.562,0.003
TcChr05b00072.t1,-0.06,-3.469,0.008
TcChr05b00074.t1,-0.049,-2.397,0.006
TcChr05b00075.t1,-0.033,-2.649,0.002
TcChr05b00076.t1,-0.038,-3.305,0.004
TcChr05b00076.t2,-0.015,-3.438,0.002
TcChr05b00077.t1,-0.036,-1.656,0.004
TcChr05b00079.t1,-0.039,-2.86,0.004
TcChr05b00080.t1,-0.02,-7.947,0.002
TcChr05b00081.t1,-0.045,-1.418,0.004
TcChr05b00082.t1,-0.022,-7.811,0.004
TcChr05b00083.t1,-0.046,-4.738,0.005
TcChr05b00085.t1,-0.034,-0.078,0.004
TcChr05b00086.t1,-0.028,-21.871,0.002
TcChr05b00087.t1,-0.03,-1.664,0.007
TcChr05b00088.t1,-0.03,-7.66,0.003
TcChr05b00089.t1,-0.076,-1.317,0.009
TcChr05b00091.t1,-0.035,-5.071,0.002
TcChr05b00092.t1,-0.04,-1.865,0.002
TcChr05b00093.t1,-0.037,-3.92,0.002
TcChr05b00094.t1,-0.031,-0.867,0.005
TcChr05b00095.t1,-0.033,-2.278,0.005
TcChr05b00097.t1,-0.025,-9.221,0.001
TcChr05b00098.t1,-0.03,-6.121,0.004
TcChr05b00099.t1,-0.055,-4.746,0.004
TcChr05b00100.t1,-0.024,-5.414,0.002
TcChr05b00101.t1,-0.025,-5.8,0.003
TcChr05b00120.t1,-0.033,-0.644,0.005
TcChr05b00121.t1,-0.029,-5.613,0.002
TcChr05b00122.t1,-0.027,-4.864,0.002
TcChr05b00123.t1,-0.029,-10.399,0.002
TcChr05b00124.t1,-0.017,-3.214,0.002
TcChr05b00126.t1,-0.018,-12.728,0.002
TcChr05b00127.t1,-0.019,-9.147,0.002
TcChr05b00128.t1,-0.021,-5.241,0.001
TcChr05b00129.t1,-0.022,-7.76,0.003
TcChr05b00130.t1,-0.023,-6.035,0.002
TcChr05b00052.t1,-0.042,-13.023,0.007
TcChr05b00057.t2,-0.035,-0.486,0.004
TcChr05b00062.t1,-0.03,-2.48,0.002
TcChr05b00068.t1,-0.032,-14.148,0.002
TcChr05b00073.t1,-0.027,-1.936,0.002
TcChr05b00078.t1,-0.045,-1.481,0.006
TcChr05b00084.t1,-0.04,-16.636,0.01
TcChr05b00090.t1,-0.023,-6.457,0.004
TcChr05b00096.t1,-0.028,-0.755,0.002
TcChr05b00102.t1,-0.03,-7.459,0.003
TcChr05b00108.t1,-0.029,-8.788,0.003
TcChr05b00119.t1,-0.037,-8.961,0.004
TcChr05b00125.t1,-0.04,-3.047,0.006
TcChr05b00131.t1,-0.035,-10.484,0.002
TcChr05b00137.t1,-0.033,-3.988,0.002
TcChr05b00142.t1,-0.032,-3.389,0.002
TcChr05b00148.t1,-0.096,-19.362,0.007
TcChr05b00154.t1,-0.025,-21.42,0.003
TcChr05b00160.t1,-0.026,-2.37,0.002
TcChr05b00166.t1,-0.025,-7.992,0.004
TcChr05b00132.t1,-0.033,-3.077,0.002
TcChr05b00133.t1,-0.032,-8.842,0.002
TcChr05b00134.t1,-0.031,-4.978,0.003
TcChr05b00135.t1,-0.048,-0.916,0.004
TcChr05b00136.t1,-0.023,-6.248,0.002
TcChr05b00138.t1,-0.032,-2.921,0.002
TcChr05b00139.t1,-0.029,-10.985,0.002
TcChr05b00139.t2,-0.016,-19.565,0.003
TcChr05b00140.t1,-0.019,-4.43,0.006
TcChr05b00141.t1,-0.073,-7.413,0.007
TcChr05b00143.t1,-0.023,-5.79,0.005
TcChr05b00144.t1,-0.031,-8.522,0.003
TcChr05b00145.t1,-0.052,-2.194,0.006
TcChr05b00146.t1,-0.018,-17.619,0.002
TcChr05b00147.t1,-0.011,-1.559,0.005
TcChr05b00149.t1,-0.029,-3.162,0.002
TcChr05b00150.t1,-0.04,-4.044,0.003
TcChr05b00151.t1,-0.038,-3.584,0.003
TcChr05b00152.t1,-0.038,-3.483,0.003
TcChr05b00153.t1,-0.036,-3.667,0.003
TcChr05b00155.t1,-0.021,-23.203,0.003
TcChr05b00156.t1,-0.014,-21.381,0.004
TcChr05b00157.t1,-0.019,-27.017,0.005
TcChr05b00158.t1,-0.028,-3.572,0.005
TcChr05b00159.t1,-0.052,-3.121,0.006
TcChr05b00161.t1,-0.013,-37.559,0.005
TcChr05b00162.t1,-0.015,-12.484,0.005
TcChr05b00163.t1,-0.02,-2.333,0.002
TcChr05b00164.t1,-0.051,-2.819,0.008
TcChr05b00165.t1,-0.034,-4.975,0.003
TcChr05b00167.t1,-0.024,-7.502,0.004
TcChr05b00168.t1,-0.032,-1.893,0.003
TcChr05b00169.t1,-0.028,-5.324,0.002
TcChr05b00170.t1,-0.067,-0.122,0.008
TcChr05b00171.t1,-0.026,-6.041,0.002
TcChr05b00172.t1,-0.043,-3.396,0.003
TcChr05b00178.t1,-0.054,-1.248,0.01
TcChr05b00179.t1,-0.021,-5.479,0.003
TcChr05b00180.t1,-0.057,-2.818,0.005
TcChr05b00181.t1,-0.02,-6.699,0.003
TcChr05b00182.t1,-0.027,-3.68,0.002
TcChr05b00184.t1,-0.038,-3.413,0.003
TcChr05b00184.t2,-0.037,-3.888,0.003
TcChr05b00184.t3,-0.035,-4.191,0.003
TcChr05b00184.t4,-0.039,-3.375,0.003
TcChr05b00185.t1,-0.026,-7.271,0.002
TcChr05b00187.t1,-0.027,-6.814,0.002
TcChr05b00188.t1,-0.02,-5.997,0.002
TcChr05b00189.t1,-0.025,-6.232,0.002
TcChr05b00190.t1,-0.013,-12.109,0.002
TcChr05b00192.t1,-0.018,-11.548,0.002
TcChr05b00194.t1,-0.022,-15.701,0.003
TcChr05b00195.t1,-0.022,-9.422,0.002
TcChr05b00196.t1,-0.027,-1.657,0.003
TcChr05b00197.t1,-0.014,-2.533,0.003
TcChr05b00198.t1,-0.025,-3.549,0.004
TcChr05b00200.t1,-0.06,-5.263,0.01
TcChr05b00201.t1,-0.058,-13.705,0.005
TcChr05b00202.t1,-0.038,-0.222,0.003
TcChr05b00203.t1,-0.07,-10.795,0.008
TcChr05b00204.t1,-0.022,-2.913,0.002
TcChr05b00206.t1,-0.081,-0.723,0.013
TcChr05b00207.t1,-0.031,-3.094,0.004
TcChr05b00208.t1,-0.052,-0.531,0.006
TcChr05b00209.t1,-0.068,-0.028,0.011
TcChr05b00210.t1,-0.026,-4.395,0.006
TcChr05b00212.t1,-0.034,-0.521,0.002
TcChr05b00213.t1,-0.022,-2.313,0.002
TcChr05b00214.t1,-0.025,-2.307,0.002
TcChr05b00215.t1,-0.027,-15.731,0.002
TcChr05b00216.t1,-0.018,-7.637,0.003
TcChr05b00218.t1,-0.031,-8.693,0.002
TcChr05b00219.t1,-0.025,-2.283,0.004
TcChr05b00220.t1,-0.021,-5.497,0.003
TcChr05b00221.t1,-0.026,-1.802,0.002
TcChr05b00222.t1,-0.026,-1.153,0.006
TcChr05b00224.t1,-0.052,-3.49,0.006
TcChr05b00225.t1,-0.023,-6.294,0.001
TcChr05b00226.t1,-0.08,-1.759,0.01
TcChr05b00227.t1,-0.078,-2.472,0.01
TcChr05b00228.t1,-0.082,-5.797,0.008
TcChr05b00230.t1,-0.063,-0.115,0.01
TcChr05b00231.t1,-0.039,-4.655,0.003
TcChr05b00232.t1,-0.025,-11.913,0.009
TcChr05b00233.t1,-0.019,-9.797,0.002
TcChr05b00234.t1,-0.028,-5.568,0.002
TcChr05b00236.t1,-0.034,-11.883,0.005
TcChr05b00237.t1,-0.018,-1.707,0.003
TcChr05b00238.t1,-0.004,-10.232,0.004
TcChr05b00239.t1,-0.013,-10.694,0.003
TcChr05b00240.t1,-0.03,-1.111,0.004
TcChr05b00264.t1,-0.029,-4.989,0.002
TcChr05b00265.t1,-0.038,-1.174,0.002
TcChr05b00266.t1,-0.034,-1.994,0.002
TcChr05b00267.t1,-0.073,-0.402,0.014
TcChr05b00268.t1,-0.055,-3.828,0.005
TcChr05b00241.t1,-0.045,-2.949,0.003
TcChr05b00247.t1,-0.029,-8.968,0.002
TcChr05b00253.t1,-0.019,-3.935,0.003
TcChr05b00263.t1,-0.064,-9.189,0.008
TcChr05b00269.t1,-0.019,-17.5,0.002
TcChr05b00275.t1,-0.065,-2.907,0.005
TcChr05b00281.t1,-0.029,-2.02,0.009
TcChr05b00287.t1,-0.035,-4.317,0.009
TcChr05b00293.t1,-0.026,-0.859,0.003
TcChr05b00298.t1,-0.049,-1.729,0.006
TcChr05b00304.t1,-0.034,-8.181,0.003
TcChr05b00310.t1,-0.031,-2.143,0.002
TcChr05b00316.t1,-0.032,-3.877,0.004
TcChr05b00270.t1,-0.027,-7.747,0.002
TcChr05b00271.t1,-0.041,-1.47,0.004
TcChr05b00272.t1,-0.077,-9.398,0.009
TcChr05b00273.t1,-0.022,-12.632,0.003
TcChr05b00274.t1,-0.045,-6.081,0.004
TcChr05b00276.t1,-0.093,-2.095,0.014
TcChr05b00277.t1,-0.023,-4.606,0.003
TcChr05b00278.t1,-0.058,-3.882,0.01
TcChr05b00279.t1,-0.081,-1.446,0.009
TcChr05b00280.t1,-0.062,-10.253,0.013
TcChr05b00282.t1,-0.068,-2.85,0.016
TcChr05b00283.t1,-0.064,-0.667,0.011
TcChr05b00284.t1,-0.028,-2.965,0.009
TcChr05b00285.t1,-0.066,-8.13,0.01
TcChr05b00286.t1,-0.061,-0.623,0.014
TcChr05b00288.t1,-0.029,-2.031,0.008
TcChr05b00289.t1,-0.027,-2.722,0.008
TcChr05b00290.t1,-0.025,-8.484,0.001
TcChr05b00291.t1,-0.029,-0.754,0.002
TcChr05b00292.t1,0,-3.23,0.008
TcChr05b00294.t1,-0.063,-66.747,0.008
TcChr05b00295.t1,-0.029,-3.042,0.002
TcChr05b00296.t1,-0.021,-12.31,0.003
TcChr05b00296.t2,-0.019,-10.872,0.003
TcChr05b00297.t1,-0.017,-6.626,0.005
TcChr05b00299.t1,-0.017,-3.999,0.002
TcChr05b00300.t1,-0.016,-9.248,0.003
TcChr05b00301.t1,-0.018,-14.643,0.003
TcChr05b00302.t1,-0.021,-1.355,0.002
TcChr05b00303.t1,-0.046,-2.654,0.003
TcChr05b00305.t1,-0.039,-4.854,0.002
TcChr05b00306.t1,-0.031,-17.881,0.002
TcChr05b00307.t1,-0.054,-6.662,0.004
TcChr05b00308.t1,-0.027,-0.561,0.002
TcChr05b00309.t1,-0.033,-1.163,0.003
TcChr05b00311.t1,-0.021,-15.157,0.002
TcChr05b00312.t1,-0.065,-2.91,0.009
TcChr05b00313.t1,0.01,-301.584,0.018
TcChr05b00314.t1,-0.029,-5.582,0.003
TcChr05b00315.t1,-0.035,-2.245,0.004
TcChr05b00317.t1,-0.043,-0.264,0.004
TcChr05b00318.t1,-0.017,-15.365,0.005
TcChr05b00319.t1,-0.036,-3.154,0.003
TcChr05b00320.t1,-0.03,-5.264,0.005
TcChr05b00321.t1,-0.028,-3.587,0.002
TcChr05b00323.t1,-0.022,-4.728,0.002
TcChr05b00324.t1,-0.031,-1.807,0.002
TcChr05b00325.t1,-0.025,-2.733,0.002
TcChr05b00326.t1,-0.016,-6.026,0.011
TcChr05b00327.t1,-0.081,-5.222,0.017
TcChr05b00329.t1,-0.033,-2.685,0.005
TcChr05b00330.t1,-0.012,-18.015,0.004
TcChr05b00331.t1,-0.038,-0.363,0.004
TcChr05b00332.t1,-0.043,-4.738,0.003
TcChr05b00333.t1,-0.032,-10.09,0.006
TcChr05b00328.t1,-0.04,-1.694,0.005
TcChr05b00334.t1,-0.033,-11.233,0.003
TcChr05b00340.t1,-0.04,-1.848,0.004
TcChr05b00346.t1,-0.051,-1.049,0.006
TcChr05b00351.t1,-0.037,-5.662,0.005
TcChr05b00356.t1,-0.047,-9.404,0.008
TcChr05b00362.t1,-0.023,-5.051,0.001
TcChr05b00367.t1,-0.049,-1.053,0.004
TcChr05b00373.t1,-0.032,-8.028,0.003
TcChr05b00383.t1,-0.029,-11.066,0.002
TcChr05b00389.t1,-0.051,-5.335,0.004
TcChr05b00395.t1,-0.036,-11.771,0.003
TcChr05b00400.t1,-0.038,-1.295,0.007
TcChr05b00335.t1,-0.045,-3.362,0.003
TcChr05b00336.t1,-0.047,-6.422,0.004
TcChr05b00337.t1,-0.02,-5.184,0.002
TcChr05b00338.t1,-0.036,-1.798,0.008
TcChr05b00339.t1,-0.039,-3.751,0.004
TcChr05b00341.t1,-0.018,-9.398,0.002
TcChr05b00342.t1,-0.018,-5.897,0.003
TcChr05b00343.t1,-0.05,-1.823,0.007
TcChr05b00344.t1,-0.045,-3.469,0.004
TcChr05b00345.t1,-0.022,-5.735,0.002
TcChr05b00347.t1,-0.039,-2.414,0.003
TcChr05b00348.t1,-0.041,-3.931,0.004
TcChr05b00349.t1,-0.028,-16.403,0.003
TcChr05b00349.t2,-0.028,-14.401,0.003
TcChr05b00350.t1,-0.04,-1.97,0.007
TcChr05b00352.t1,-0.038,-6.746,0.004
TcChr05b00352.t2,-0.039,-6.47,0.004
TcChr05b00353.t1,-0.055,-4.116,0.004
TcChr05b00354.t1,-0.04,-4.707,0.008
TcChr05b00355.t1,-0.049,-4.765,0.007
TcChr05b00357.t1,-0.034,-2.848,0.002
TcChr05b00358.t1,-0.022,-7.238,0.002
TcChr05b00359.t1,-0.023,-10.003,0.001
TcChr05b00360.t1,-0.022,-10.418,0.002
TcChr05b00361.t1,-0.023,-22.169,0.002
TcChr05b00384.t1,-0.066,-26.83,0.007
TcChr05b00385.t1,-0.032,-1.951,0.002
TcChr05b00386.t1,-0.028,-2.875,0.003
TcChr05b00387.t1,-0.036,-6.824,0.003
TcChr05b00388.t1,-0.053,-3.98,0.006
TcChr05b00390.t1,-0.029,-1.144,0.004
TcChr05b00391.t1,-0.037,-5.96,0.002
TcChr05b00392.t1,-0.044,-23.551,0.006
TcChr05b00393.t1,-0.031,-1.46,0.003
TcChr05b00394.t1,-0.055,-8.428,0.012
TcChr05b00396.t1,-0.046,-4.227,0.004
TcChr05b00397.t1,-0.099,-8.388,0.009
TcChr05b00397.t2,-0.08,-3.587,0.008
TcChr05b00398.t1,-0.04,-2.961,0.002
TcChr05b00399.t1,-0.05,-11.63,0.011
TcChr05b00401.t1,-0.028,-2.516,0.002
TcChr05b00402.t1,-0.028,-8.415,0.005
TcChr05b00403.t1,-0.038,-3.224,0.003
TcChr05b00404.t1,-0.028,-6.858,0.001
TcChr05b00405.t1,-0.029,-2.842,0.005
TcChr05b00407.t1,-0.058,-3.579,0.006
TcChr05b00408.t1,-0.052,-2.412,0.005
TcChr05b00409.t1,-0.015,-10.702,0.003
TcChr05b00410.t1,-0.017,-20.822,0.002
TcChr05b00411.t1,-0.013,-25.904,0.003
TcChr05b00413.t1,-0.019,-11.593,0.002
TcChr05b00414.t1,-0.021,-17.589,0.002
TcChr05b00415.t1,-0.052,-9.803,0.006
TcChr05b00416.t1,0.056,-1544.872,0.025
TcChr05b00417.t1,-0.051,-6.018,0.004
TcChr05b00412.t1,-0.024,-16.345,0.002
TcChr05b00418.t1,-0.05,-7.769,0.011
TcChr05b00421.t3,-0.066,-3.718,0.007
